,title,PMID
247,A retrospective analysis of etiology and outcomes of hemophagocytic lymphohistiocytosis in children and adults.,33242384
248,An Unusual Presentation of Adult-Onset Still's Disease as Hemophagocytic Lymphohistiocytosis in a Male Patient.,33240728
249,Clinical characteristics of Epstein-Barr virus infection in the pediatric nervous system.,33238935
250,Stimulated by retinoic acid gene 8 (STRA8) interacts with the germ cell specific bHLH factor SOHLH1 and represses c-KIT expression in vitro.,33236849
251,HLH-11 modulates lipid metabolism in response to nutrient availability.,33235199
252,Hemophagocytic lymphohistiocytosis of a melanoma patient under BRAF/MEK-inhibitor therapy following anti-PD1 inhibitor treatment: a case report and review to the literature.,33234845
253,X-linked Lymphoproliferative Disease (XLP1) Presenting as Non-Epstein Barr Virus (EBV) - Related Hemophagocytic Lymphohistiocytosis (HLH).,33231181
254,The DEP regimen is superior to the HLH-1994 regimen as first-line therapy for lymphoma-associated haemophagocytic lymphohistiocytosis.,33225788
255,A Rare Case of Glycogen Storage Disease Type 1a Presenting with Hemophagocytic Lymphohistiocytosis (HLH).,33224545
256,Clinico-laboratory profile and perforin gene mutations of pediatric hemophagocytic lymphohistiocytosis cases: a five-year single center study.,33224420
257,Outcomes and prognostic factors associated with 180-day mortality in Taiwanese pediatric patients with Hemophagocytic Lymphohistiocytosis.,33218852
258,Development of Mast Cell and Eosinophil Hyperplasia and HLH/MAS-Like Disease in NSG-SGM3 Mice Receiving Human CD34+ Hematopoietic Stem Cells or Patient-Derived Leukemia Xenografts.,33208054
259,Systemic autoimmune abnormalities complicated by cytomegalovirus-induced hemophagocytic lymphohistiocytosis: A case report.,33195665
260,Tuberculosis-Associated HLH in an 8-Month-Old Infant: A Case Report and Review.,33194891
261,Anaplastic Large Cell Lymphoma Presenting as Haemophagocytic Lymphohistiocytosis with Underlying Coxiella burnetii and Bartonella henselae Seropositivity.,33194860
262,IFNAR2 Deficiency Causing Dysregulation of NK Cell Functions and Presenting With Hemophagocytic Lymphohistiocytosis.,33193576
263,Clinical and laboratory signs of haemophagocytic lymphohistiocytosis associated with pandemic influenza A (H1N1) infection in patients needing extracorporeal membrane oxygenation: A retrospective observational study.,33186307
264,A Rare Case of Hemophagocytic Lymphohistiocytosis Triggered by Sepsis Due to Methicillin-Resistant Staphylococcus aureus Bacteremia.,33185139
265,Haemophagocytic lymphohistiocytosis that spontaneously resolved: a case of EBV.,33184051
266,Immunological assessment of pediatric multisystem inflammatory syndrome related to COVID-19.,33180935
267,A novel mutation of adenosine deaminase causing SCID presenting as hemophagocytic lymphohistiocytosis with acute kidney injury.,33174709
268,Development of a dendrimer PAMAM‑based gold biochip for rapid and sensitive detection of endogenous IFN‑γ and anti‑IFN‑γ IgG in patients with hemophagocytic lymphohistiocytosis.,33173980
269,Hemophagocytic lymphohistiocytosis and miliary tuberculosis in a previously healthy individual: a case report.,33172493
270,Hemophagocytic lymphohistiocytosis with recurrent Kikuchi-Fujimoto disease.,33171575
271,"Hereditary haemochromatosis, haemophagocytic lymphohistiocytosis and COVID-19.",33163955
272,STXBP2-R190C Variant in a Patient With Neonatal Hemophagocytic Lymphohistiocytosis (HLH) and G6PD Deficiency Reveals a Critical Role of STXBP2 Domain 2 on Granule Exocytosis.,33162974
273,Malignancy-associated hemophagocytic lymphohistiocytosis in children: a 10-year experience of a single pediatric hematology center.,33161882
274,Atypical neuroimaging characteristics of hemophagocytic lymphohistiocytosis in infants: a case series of hemorrhagic brain lesions in the deep grey matter.,33156371
275,Clinical Characteristics and Outcomes of 101 Children with Hemophagocytic Lymphohistiocytosis: A Four-Year Single-Center Experience from Egypt.,33150824
276,Coronavirus disease 2019: investigational therapies in the prevention and treatment of hyperinflammation.,33146561
277,Etoposide combined with ruxolitinib for refractory hemophagocytic lymphohistiocytosis during pregnancy: a case report and literature review.,33138732
278,Experimental glioma with high bHLH expression harbor increased replicative stress and are sensitive toward ATR inhibition.,33134924
279,Hemophagocytic lymphohistiocytosis syndrome associated with Epstein-Barr infection in an immunocompetent patient. A case study.,33134207
280,Tuberculosis-associated HLH in a patient with chronic kidney disease on haemodialysis.,33133616
281,The role of interleukin-18 in the diagnosis and monitoring of hemophagocytic lymphohistiocytosis/macrophage activation syndrome - a systematic review.,33128796
282,Haemophagocytic lymphohistiocytosis in human immunodeficiency virus: a systematic review of literature.,33116036
283,Autophagy Plays a Role in the Prolongation of the Life Span of Caenorhabditis elegans by Astaxanthin.,33115330
284,Title: Cytokine release syndrome is not usually caused by secondary hemophagocytic lymphohistiocytosis in a cohort of 19 critically ill COVID-19 patients.,33106497
285,"In the Model Host Caenorhabditis elegans, Sphingosine-1-Phosphate-Mediated Signaling Increases Immunity toward Human Opportunistic Bacteria.",33105563
286,The great masquerader: Hemophagocytic lymphohistiocytosis secondary to cytomegalovirus infection in an immunocompetent young man.,33102367
287,Post-transplant Hemophagocytic Lymphohistiocytosis in Benign Hematological Disorders: Experience of 4 Cases with Review of Literature.,33100709
288,HLH Masquerading Lymphoma: Diagnostic Dilemma and Treatment Outcomes.,33100704
289,Diagnostic strategy for trigger identification in severe reactive hemophagocytic lymphohistiocytosis: A diagnostic accuracy study.,33099794
290,HAEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS IN PREGNANT AND POSTPARTUM WOMEN.,33099527
291,HLH caused by an HSV-2 infection: a case report and review of the literature.,33093253
292,Successful treatment of refractory acute lupus haemophagocytic syndrome using rituximab: a case report.,33087000
293,"Successful use of short-term add-on tocilizumab for refractory adult-onset still's disease with macrophage activation syndrome despite treatment with high-dose glucocorticoids, cyclosporine, and etoposide.",33086994
294,The Lazarus effect of very high-dose intravenous anakinra in severe non-familial CNS-HLH.,33083789
295,Activated Phosphoinositide 3-Kinase Delta Syndrome 1: Clinical and Immunological Data from an Italian Cohort of Patients.,33080915
296,A feedback loop governs the relationship between lipid metabolism and longevity.,33078707
297,MRI features of intra-axial histiocytic brain mass lesions.,33077156
298,Hemophagocytic Lymphohistiocytosis During HIV Infection in Cayenne Hospital 2012-2015: First Think Histoplasmosis.,33072627
299,Experience with a Reduced Toxicity Allogeneic Transplant Regimen for Non-CGD Primary Immune Deficiencies Requiring Myeloablation.,33067658
300,Primary Cutaneous Gamma/Delta T-cell Lymphoma and Hemophagocytic Lymphohistiocytosis Associated With AIDS.,33062507
301,Hemophagocytic lymphohistiocytosis in a patient with COVID-19 treated with tocilizumab: a case report.,33054818
302,A Gas-and-Brake Mechanism of bHLH Proteins Modulates Shade Avoidance.,33051265
303,Ferulic acid delayed amyloid β-induced pathological symptoms by autophagy pathway via a fasting-like effect in Caenorhabditis elegans.,33045309
304,Bile Cast Nephropathy Secondary to Hemophagocytic Lymphohistiocytosis With Liver Failure.,33042669
305,Aggressive diffuse large B-cell lymphoma with hemophagocytic lymphohistiocytosis: report of one case.,33042349
306,MRI findings of central nervous system involvement in children with haemophagocytic lymphohistiocytosis: correlation with clinical biochemical tests.,33036779
307,A Switch between Two Intrinsically Disordered Conformational Ensembles Modulates the Active Site of a Basic-Helix-Loop-Helix Transcription Factor.,33030907
308,Dengue Hemorrhagic Fever Complicated With Hemophagocytic Lymphohistiocytosis in an Adult With Diabetic Ketoacidosis.,33029452
309,Using etoposide + dexamethasone-based regimens to treat nasal type extranodal natural killer/T-cell lymphoma-associated hemophagocytic lymphohistiocytosis.,33025280
310,Cytomegalovirus pneumonitis-induced secondary hemophagocytic lymphohistiocytosis and SIADH in an immunocompetent elderly male literature review.,33024698
311,Distinct Clinical Features and Novel Mutations in Taiwanese Patients With X-Linked Agammaglobulinemia.,33013854
312,Epstein-Barr virus-related hemophagocytic lymphohistiocytosis complicated with coronary artery dilation and acute renal injury in a boy with a novel X-linked inhibitor of apoptosis protein (XIAP) variant: a case report.,33008347
313,The Storm Beneath the Storm: MAS-HLH in Inflammatory Myopathies.,3300448031575703
314,Hemophagocytic syndrome associated with Mycobacterium bovis in a patient with X-SCID: a case report.,32993535
315,Acquired hemophagocytic lymphohistiocytosis as initial manifestation of multiple myeloma: A case report and literature review.,32991435
316,Diagnosis of Chediak Higashi disease in a 67-year old woman.,32990340
317,Assessment of the Haemophagocytic lymphohistiocytosis HScore in patients with COVID-19.,32985664
318,Consequences of treatment for hemophagocytic lymphohistiocytosis in a patient with undiagnosed Gaucher disease Type 1.,32985097
319,Ruxolitinib for hematopoietic cell transplantation-associated hemophagocytic lymphohistiocytosis.,32979171
320,The Conserved ASCL1/MASH-1 Ortholog HLH-3 Specifies Sex-Specific Ventral Cord Motor Neuron Fate in Caenorhabditis elegans.,32973001
321,Secondary hemophagocytic lymphohistiocytosis versus cytokine release syndrome in severe COVID-19 patients.,32972235
322,E-cigarette or Vaping-Associated Acute Lung Injury and Hemophagocytic Lymphohistiocytosis.,32968029
323,Overlap between hemophagocytic lymphohistiocytosis and drug reaction and eosinophilia with systemic symptoms: a review.,32964443
324,Contribution of clonal hematopoiesis to adult-onset hemophagocytic lymphohistiocytosis.,32961550
325,Case Report: Ceftriaxone-Resistant Invasive Salmonella Enteritidis Infection with Secondary Hemophagocytic Lymphohistiocytosis: A Contrast with Enteric Fever.,32959766
326,Hemophagocytic Lymphohistiocytosis Associated with Histiocytic Necrotizing Lymphadenitis: A Clinical Study of 13 Children and Literature Review.,32956695
327,Ferritin index is a strong prognostic marker in adult hemophagocytic lymphohistiocytosis.,32931059
328,Hemophagocytic Lymphohistiocytosis Secondary to Ehrlichia Chaffeensis in Adults: A Case Series From Oklahoma.,32928497
329,Perforin-deficient CAR T cells recapitulate late-onset inflammatory toxicities observed in patients.,32925169
330,Subcutaneous panniculitis-like T-cell lymphoma (SPTCL) with probable mesentery involvement with associated hemophagocytic syndrome (HPS) - how to treat it?,32924664
331,AKT-mediated phosphorylation of TWIST1 is essential for breast cancer cell metastasis.,32922123
332,Dengue associated haemophagocytic lymphohystiocytosis: An often-missed complication of a common infection.,32918433
333,Janus Family kinase (JAK) inhibitors in HLH and severe COVID-19.,32918336
334,An Intriguing Presentation of Epstein-Barr Virus-Associated Hemophagocytic Lymphohistiocytosis.,32905485
335,"Unraveling subcutaneous panniculitis-like T-cell lymphoma: An association between subcutaneous panniculitis-like T-cell lymphoma, autoimmune lymphoproliferative syndrome, and familial hemophagocytic lymphohistiocytosis.",32894575
336,Challenges in HLH transplant: Tricks to prevent menace of mixed chimerism.,32893946
337,A Case of Hemophagocytic Lymphohistiocytosis Secondary to Disseminated Histoplasmosis.,32884850
338,Natural Killer Cell Dysfunction and Its Role in COVID-19.,32883007
339,Intravascular lymphoma with hypopituitarism: A case report.,32879852
340,"Desperate times, desperate measures: successful use of chemotherapy in treatment of haemophagocytic lymphohistiocytosis (HLH) due to disseminated histoplasmosis.",32878853
341,Cutaneous Manifestations in a Patient With Reactive Hemophagocytic Lymphohistiocytosis.,32874817
342,Clinical profiles and risk factors of 7-day and 30-day mortality among 160 pediatric patients with hemophagocytic lymphohistiocytosis.,32867836
343,Human Adenovirus 7-Associated Hemophagocytic Lymphohistiocytosis-Like Illness: Clinical and Virological Characteristics in a Cluster of Five Pediatric Cases.,32866230
344,A founder RAB27A variant causes Griscelli syndrome type 2 with phenotypic heterogeneity in Qatari families.,32856792
